author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
lhdbx,,2025-07-24T19:53:13.378097,1,29624,发表于 2025-6-22 16:54:40,https://bbs.hassbian.com/thread-29624-1-1.html,,求好用的zigbee平价设备接入Z2M,
author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
lhdbx,,2025-07-24T19:53:47.314305,1,29624,发表于 2025-6-22 16:54:40,https://bbs.hassbian.com/thread-29624-1-1.html,,求好用的zigbee平价设备接入Z2M,
wdmywm3,哎……zigbee现在就是这样，东西少，要么就是贵…… 我仅有的几个zigbee开关也都是aqara的 除此以外还是用小米蓝牙mesh的开关多，主要还是有些新的实在漂亮，忍不住……,2025-07-24T19:53:47.315732,,29624,,,,,
lhdbx,wdmywm3 发表于 2025-6-22 17:15 哎……zigbee现在就是这样，东西少，要么就是贵…… 我仅有的几个zigbee开关也都是aqara的 除此以外还是用 ... 对呀，我本来想着zigbee开关覆盖到位，然后就可以配传感器。都说zigbee省电，而且稳定。 可是我部署好了基础覆盖，突然发现 没啥推荐的传感器。烦死了 我限制是2个多模2，覆盖全家，gw3接入灯和窗帘。感觉还不如开关也米家算了，也能蓝牙全本地覆盖，为了zigbee买了绿米，搞得家里2套系统。 我都觉得傻了 浪费钱 现在骑虎难下,2025-07-24T19:53:47.316191,,29624,,,,,
qjrxsoft,"lhdbx 发表于 2025-6-22 17:22 对呀，我本来想着zigbee开关覆盖到位，然后就可以配传感器。都说zigbee省电，而且稳定。 可是我部署好了 ... 哥们及时止损吧，我也是zigbee过度到米家蓝牙mesh的，我之前比任何人都推崇zigbee，入坑zigbee之后才明白各种苦，后面果断换米家蓝牙mesh，我的开关全是绿米的D1,一咬牙我全丢小黄鱼，亏死我了，智能家居对于我来说是实用品而不是玩具，追求的是稳定、可靠、性价比、少折腾。",2025-07-24T19:53:47.316442,,29624,,,,,
lichao622,相信我，要用zigbee就用绿米的，涂鸦的，或者杂七杂八的不要用。。。。,2025-07-24T19:53:47.316648,,29624,,,,,
gx19970920,"你如果想入坑zigbee，就一定要买aqara的，长供电的中继器可以选择其他品牌的，比如水阀，墙面插座之类的，但是用电池的传感器一定要选aqara 登录/注册后可看大图 image.png (236.3 KB, 下载次数: 0) 下载附件 2025-6-23 08:38 上传",2025-07-24T19:53:47.316826,,29624,,,,,
lhdbx,gx19970920 发表于 2025-6-23 08:38 你如果想入坑zigbee，就一定要买aqara的，长供电的中继器可以选择其他品牌的，比如水阀，墙面插座之类的， ... 已经入坑了 我就想着有退路，所以开关都买了零火得绿米D1，这样就算不用z2M了，小米多模2也能用，再不济跟你一样咸鱼卖了，卖是真卖得快。 之前一直刷论坛，觉得Z2M好厉害，又有拓扑图，又全能接入，好好。然后执着Z2M 突然装完才发现，并没有什么好产品推荐接入 还得买米家得蓝牙mash传感器，我的zigbee网络覆盖不是废了嘛 电池的传感器一定要选aqara 确定好用嘛？省电又准确？ 推荐几个呗 现在已经下不了车了,2025-07-24T19:53:47.317011,,29624,,,,,
gx19970920,lhdbx 发表于 2025-6-23 08:47 已经入坑了 我就想着有退路，所以开关都买了零火得绿米D1，这样就算不用z2M了，小米多模2也能用，再不济 ... 其实aqara的传感器就那么几个类型：温湿度，水浸，光照，门窗，我就用了这些传感器，都是直接搜aqara买就行，,2025-07-24T19:53:47.317215,,29624,,,,,
lhdbx,lichao622 发表于 2025-6-22 22:10 相信我，要用zigbee就用绿米的，涂鸦的，或者杂七杂八的不要用。。。。 是的 我之前看欧瑞博质感好，也买来Z2M接入 发现第一个没问题 好像是HA1.2协议 然后后面买的都不好用，要么只能识别状态，不能远程控制，要么自己每隔半小时自己开关一下，有毒。 涂鸦我不知道买哪个型号呀，求推荐呀 好多接入之后，有按钮，但是都是没用功能的 返回都是错误 求推荐 或则带转换器的,2025-07-24T19:53:47.317412,,29624,,,,,
lhdbx,qjrxsoft 发表于 2025-6-22 21:21 哥们及时止损吧，我也是zigbee过度到米家蓝牙mesh的，我之前比任何人都推崇zigbee，入坑zigbee之后才明白 ... 哎 别说了 已经入坑了 还不想放弃 。 我折腾装完都花了一个月 好不容易全屋覆盖了zigbee网络 还有就是奇怪，传感器不能漫游，比如绿米无线开关，我拿到任何地方它都无法就今中继，99方的房子显示都质量特别弱 zigbee不是应该优势就是信号传递吗,2025-07-24T19:53:47.317601,,29624,,,,,
author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
lhdbx,,2025-07-24T20:03:06.759726,1,29624,发表于 2025-6-23 08:57:01,https://bbs.hassbian.com/thread-29624-2-1.html,,求好用的zigbee平价设备接入Z2M,
kmart,lhdbx 发表于 2025-6-23 08:57 我看你的图 还行确实都是绿米，不过我感觉绿米是不是传感器中继有问题 不太好， 你多少方？几个zigbee ... 玩了几年的zigbee经验，要稳定而且信号好，全部都使用aqara的产品，网关也使用aqara的网关！ 再回答一下中继的问题，只有接入了零火线的设备才能中继，单火以及电池的设备没有中继功能！,2025-07-24T20:03:06.761513,,29624,,,,,
lhdbx,kmart 发表于 2025-6-23 09:26 玩了几年的zigbee经验，要稳定而且信号好，全部都使用aqara的产品，网关也使用aqara的网关！ 再回答一下 ... 绿米零活D1 你看我拓扑图 用aqara网关了，那我心心念念的Z2M就没用了 那不是直接绿米了 都没其他了,2025-07-24T20:03:06.762452,,29624,,,,,
gx19970920,lhdbx 发表于 2025-6-23 09:36 绿米零活D1 你看我拓扑图 用aqara网关了，那我心心念念的Z2M就没用了 网关你可以买冬瓜的z2m网关，比较好,2025-07-24T20:03:06.763067,,29624,,,,,
lhdbx,gx19970920 发表于 2025-6-23 10:10 网关你可以买冬瓜的z2m网关，比较好 已经搭建好啦 就差比较性价比 非常兼容z2M的传感器了,2025-07-24T20:03:06.763430,,29624,,,,,
lichao622,lhdbx 发表于 2025-6-23 08:50 是的 我之前看欧瑞博质感好，也买来Z2M接入 发现第一个没问题 好像是HA1.2协议 然后后面买的都不好用 ... 我的意思是只能是用绿米的，涂鸦的别用。真的，我就踩坑了涂鸦的。。。。哈哈,2025-07-24T20:03:06.763804,,29624,,,,,
lichao622,lichao622 发表于 2025-6-23 10:50 我的意思是只能是用绿米的，涂鸦的别用。真的，我就踩坑了涂鸦的。。。。哈哈 ... 我是逐步把所有zigbee设备换成绿米的后就稳定了,2025-07-24T20:03:06.764179,,29624,,,,,
gasment,是不是有点过于执着信号覆盖了。。。,2025-07-24T20:03:06.764472,,29624,,,,,
lhdbx,lichao622 发表于 2025-6-23 10:50 我的意思是只能是用绿米的，涂鸦的别用。真的，我就踩坑了涂鸦的。。。。哈哈 ... 你这意思 就是不要Z2M了，都全是绿米了 还不知直接aqara,2025-07-24T20:03:06.764738,,29624,,,,,
lhdbx,gasment 发表于 2025-6-23 11:03 是不是有点过于执着信号覆盖了。。。 那也是论坛忽悠的 说什么信号稳定 什么本地直连 什么耗电少 一套一套的 吹Z2M 真坑 都没有一套完整的方案,2025-07-24T20:03:06.765000,,29624,,,,,
liyong763435720,,2025-07-24T20:03:10.794112,1,25894,发表于,https://bbs.hassbian.com/thread-25894-38-1.html,,消逝-手机端（更新2025-07-05）,
peng_jia,谢谢分享，正在学习,2025-07-24T20:03:10.795315,,25894,,,,,
a5824420,收藏一下，正好需要,2025-07-24T20:03:10.796703,,25894,,,,,
zjksjf,感觉是个大工程,2025-07-24T20:03:12.523117,,25894,,,,,
明明洋洋,大佬牛逼,2025-07-24T20:03:12.523639,,25894,,,,,
w954095886,谢谢分享参考下,2025-07-24T20:03:12.524011,,25894,,,,,
xiangboshi,完成度这么高，真大佬了,2025-07-24T20:03:12.524369,,25894,,,,,
liyw168,谢谢分享,2025-07-24T20:03:12.524719,,25894,,,,,
LinkStart_Pai,太好了，学习一下,2025-07-24T20:03:12.525063,,25894,,,,,
wlhl1001,大神求教，這個怎麽設置，怎麽弄,2025-07-24T20:03:12.525426,,25894,,,,,
aiqinxuancai,,2025-07-24T20:03:24.767392,1,29901,发表于,https://bbs.hassbian.com/thread-29901-1-1.html,,设定晚上自动调空调但有时触发有时又不触发,
george65,你那個持續了22:00是要持續22小時才會觸發嗎??,2025-07-24T20:03:24.768587,,29901,,,,,
author,content,crawl_time,floor_num,post_id,reply_id,reply_time
hungheo,"replyreload += ',' + 619322; 本帖最后由 hungheo 于 2025-3-2 12:51 编辑 2、template模板 这个功能很强大！！ 可以追加、覆盖、套嵌等等 如果用到变量处理，不支持jinja2模板，只支持JavaScript！ 2.1、 基本结构 #template结构 button_card_templates: #顶格 some_template: #模板名称 show_name: true name: 这是模板里面的名称 styles: icon: - color: '[[[return variables.icon_color]]]' #这里的variables.icon_color是模板内的变量， #......其他内容 #template使用 type: custom:button-card entity: sensor.a4c13801e940_temperature show_label: true name: 这是card的名称 #相同的name，template里面的name的内容，在这里被替换掉 label: > #entity.state，因为之前定义了entity: sensor.a4c13801e940_temperature，所以这里等效于states.['sensor.a4c13801e940_temperature'].state ]]] if(entity.state > 30) return ""好热啊"" [[[ template: some_template #引用模板 variables: icon_color: red #设定变量值 复制代码 2.2、 template追加、覆盖、多级引用 可以创建多个template模板，然后一起引用，template的内容追加上去，重复定义的根据顺序也会覆盖掉 比如：. 游客，如果您要查看本帖隐藏内容请 回复 上面定义了3个template title是最基础的 title_popup引用了title模板，并且追加了文字是带阴影 title_button是custom_fields的内容 应用起来就是： 1、引用最基础的title： type: custom:button-card name: 餐厅 label: 子擎存在传感器 template: title 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 143746.png (12.01 KB, 下载次数: 0) 下载附件 2024-7-27 14:38 上传 2、追加一个title_button template引用分先后的，这里要先引用title，再是title_button，因为title是card主体，title_button是追加部分 type: custom:button-card name: 主卧 template: - title #它先 - title_button #这个是追加上去的 variables: turn_on: script.turn_on_auto_light_zhuwo turn_off: script.turn_off_auto_light_zhuwo 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 144258.png (23.96 KB, 下载次数: 0) 下载附件 2024-7-27 14:44 上传 3、多级引用 type: custom:button-card template: - title_popup #这个模板引用了title模板 - title_button #这个是追加上去的 name: 客厅 label: > [[[return Number(states['sensor.ke_ting_kai_deng_shu_liang'].state) + ""个灯开着"";]]] variables: turn_on: script.turn_on_light_keting turn_off: script.turn_off_light_keting 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 144821.png (29.76 KB, 下载次数: 0) 下载附件 2024-7-27 14:49 上传",2025-07-24T20:12:43.145744,5,26299,post_619322,发表于 2024-7-27 14:22:51
hungheo,"本帖最后由 hungheo 于 2024-7-27 21:09 编辑 3、template使用中的几个小注意 3.1、状态的表达方式 return states['switch.myswitch'].state // 这样写能正确显示 // 下面这样写会报错 const test = switch.myswitch return states[test].state 复制代码 3.2、variables：以字母顺序来确定是否可以引用 ### 这个是能引用的 variables: index: 2 value: '[[[ return variables.index + 2; ]]]' name: '[[[ return variable.value; ]]]' # 输出 4 因为i在v前，所以value能继承index的值 ### 这个是不能引用的 variables: z_index: 2 value: '[[[ return variables.z_index + 2; ]]]' # 错误 因为v在z前，所以value不能继承z-index的值 name: '[[[ return variable.value; ]]]' 复制代码 3.3、entity的使用位置 button card中如果定义了entity，在JavaScript模板中是可以直接用entity接属性直接用的，但是要注意一下 多级button card情况下 type: custom:button-card entity: light.649e3186d9cd_light show_state: true show_label: true label: '[[[ return entity.entity_id ]]]' styles: grid: - grid-template-areas: | ""i n a"" ""i s a"" ""i l a"" - grid-template-columns: min-content 0.5fr 0.5fr - grid-template-rows: 1fr custom_fields: a: card: type: custom:button-card entity: sensor.a4c138d5271a_temperature show_state: true show_label: true label: '[[[ return entity.entity_id ]]]' 复制代码 一级、二级的label都会显示一级的entity_id 如图： 登录/注册后可看大图 屏幕截图 2024-07-27 205515.png (38.58 KB, 下载次数: 0) 下载附件 2024-7-27 20:55 上传 如果想要用本级card的entity_id。要么在card前面加上 do_not_eval:true ，要么用 template模板 ...... custom_fields: a: do_not_eval: true card: type: custom:button-card entity: sensor.a4c138d5271a_temperature ....... 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 210026.png (38.61 KB, 下载次数: 0) 下载附件 2024-7-27 21:01 上传",2025-07-24T20:12:43.146240,7,26299,post_619335,发表于 2024-7-27 15:35:08
hungheo,"本帖最后由 hungheo 于 2024-7-27 22:44 编辑 4、一些有意思的模板卡片 4.1、自动生成看板小图标 这个是照搬UI-Lovelace-Minimalist，精简了一些内容。 button_card_templates: row_pill: show_icon: false show_name: true show_label: false variables: #想要更多这里再加entity_? entity_1: entity_id: """" name: """" icon: """" color: """" entity_2: entity_id: """" name: """" icon: """" color: """" entity_3: entity_id: """" name: """" icon: """" color: """" entity_4: entity_id: """" name: """" icon: """" color: """" entity_5: entity_id: """" name: """" icon: """" color: """" styles: grid: - grid-template-areas: > [[[ var pills = [] const entities = [variables.entity_1?.entity_id, variables.entity_2?.entity_id, variables.entity_3?.entity_id, variables.entity_4?.entity_id, variables.entity_5?.entity_id] //想要更多这里再加variables function entity_check(item) { if (item != """") { pills.push(""item"" + (pills.length+1)) } } entities.forEach(entity_check) return pills.join("" "") ]]] - display: flex - grid-template-rows: min-content - justify-content: space-evenly card: - background: none - box-shadow: none - broder: 0px - border-radius: none - padding: 12px - overflow: visible custom_fields: item1: - display: ""[[[ return (variables.entity_1.entity_id != '') ? 'block' : 'none' ]]]"" item2: - display: ""[[[ return (variables.entity_2.entity_id != '') ? 'block' : 'none' ]]]"" item3: - display: ""[[[ return (variables.entity_3.entity_id != '') ? 'block' : 'none' ]]]"" item4: - display: ""[[[ return (variables.entity_4.entity_id != '') ? 'block' : 'none' ]]]"" item5: - display: ""[[[ return (variables.entity_5.entity_id != '') ? 'block' : 'none' ]]]"" item6: - display: ""[[[ return (variables.entity_6.entity_id != '') ? 'block' : 'none' ]]]"" item7: - display: ""[[[ return (variables.entity_7.entity_id != '') ? 'block' : 'none' ]]]"" custom_fields: item1: card: type: ""custom:button-card"" template: ""pill"" variables: ""[[[ return variables.entity_1; ]]]"" entity: ""[[[ return variables.entity_1.entity_id ]]]"" name: ""[[[ return variables.entity_1.name ]]]"" icon: ""[[[ return variables.entity_1.icon ]]]"" color: ""[[[ return variables.entity_1.color ]]]"" item2: card: type: ""custom:button-card"" template: ""pill"" variables: ""[[[ return variables.entity_2; ]]]"" entity: ""[[[ return variables.entity_2.entity_id ]]]"" name: ""[[[ return variables.entity_2.name ]]]"" icon: ""[[[ return variables.entity_2.icon ]]]"" color: ""[[[ return variables.entity_2.color ]]]"" item3: card: type: ""custom:button-card"" template: ""pill"" variables: ""[[[ return variables.entity_3; ]]]"" entity: ""[[[ return variables.entity_3.entity_id ]]]"" name: ""[[[ return variables.entity_3.name ]]]"" icon: ""[[[ return variables.entity_3.icon ]]]"" color: ""[[[ return variables.entity_3.color ]]]"" item4: card: type: ""custom:button-card"" template: ""pill"" variables: ""[[[ return variables.entity_4; ]]]"" entity: ""[[[ return variables.entity_4.entity_id ]]]"" name: ""[[[ return variables.entity_4.name ]]]"" icon: ""[[[ return variables.entity_4.icon ]]]"" color: ""[[[ return variables.entity_4.color ]]]"" item5: card: type: ""custom:button-card"" template: ""pill"" variables: ""[[[ return variables.entity_5; ]]]"" entity: ""[[[ return variables.entity_5.entity_id ]]]"" name: ""[[[ return variables.entity_5.name ]]]"" icon: ""[[[ return variables.entity_5.icon ]]]"" color: ""[[[ return variables.entity_5.color ]]]"" #椭圆形图标 pill: styles: grid: - grid-template-areas: '""i"" ""n""' - grid-template-columns: 54px - grid-template-rows: 54px min-content card: - border-radius: 50px - place-self: center - width: 54px - height: 84px - padding: 0px icon: - color: '[[[ return variables?.color ]]]' - width: 24px img_cell: - background-color: '[[[return ""color-mix(in srgb, ""+ variables?.color +"" 20%, transparent)"" ]]]' - border-radius: 50% - width: 42px - height: 42px name: - justify-self: center - font-weight: bold - font-size: 12px state: - value: 'off' styles: card: - height: 54px name: - display: none tap_action: action: more-info 复制代码 模板只编辑5个小图标，想要多少照着格式改下就行。 引用代码： type: custom:button-card template: row_pill #template名称 variables: entity_1: entity_id: sensor.0x00158d000444b5af_humidity name: 湿度 icon: mdi:water color: var(--light-green-color) #这里涉及到计算透明背景，只能用var(--颜色名称-color)，等效于light-green entity_2: entity_id: sensor.0x00158d000444b5af_humidity name: 湿度 icon: mdi:bed color: var(--light-blue-color) entity_3: entity_id: sensor.0x00158d000444b5af_humidity name: 湿度 icon: mdi:lightbulb color: var(--red-color) entity_4: entity_id: sensor.0x00158d000444b5af_humidity name: 湿度 icon: '' color: var(--orange-color) #......,总共有5个，如果只想要4个，最后一个不定义就可以 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 221450.png (25.23 KB, 下载次数: 0) 下载附件 2024-7-27 22:15 上传 4.2、仿homekit灯卡片 跟button card作者的GitHub上的示例一样的，多了根据灯的样式，自动选择图标和显示不同类型的灯的详情 代码： button_card_templates: light_card: #仿HomeKit卡模板 show_state: false show_icon: true show_name: true icon: > #根据不同的名称，返回不同的图标 [[[ var friendlyName = entity.attributes.friendly_name; if (friendlyName.includes('灯带')) return 'mdi:led-strip-variant'; //检测包含文字 else if (entity.entity_id.includes('auto_light')) return 'mdi:lightbulb-auto'; //检测包含文字 else if (friendlyName.includes('吸顶灯')) return 'mdi:wall-sconce-flat'; //检测包含文字 else if (friendlyName.includes('射灯')) return 'mdi:track-light'; //检测包含文字 else if (friendlyName.includes('床头灯')) return 'mdi:lamp'; //检测包含文字 else if (friendlyName.includes('浴霸')) return 'mdi:light-recessed'; //检测包含文字 else if (friendlyName.includes('插座')) return 'mdi:power-socket-us'; //检测包含文字 else return 'mdi:lightbulb'; ]]] label: > #根据不同的类型，返回不同的详情状态 [[[ if (entity.entity_id.startsWith('light.')) { if (entity.state === ""on"") { if (entity.attributes.color_temp_kelvin) return `开 ${entity.attributes.color_temp_kelvin}k ${Math.floor(entity.attributes.brightness * 100 / 255)}%`; else return '开启'; } if (entity.state === ""off"") return '关闭'; } else if (entity.entity_id.startsWith('switch.')) { if (entity.state === ""on"") return '开启'; if (entity.state === ""off"") return '关闭'; } else if (entity.entity_id.includes('auto_light')) { if (entity.state === ""on"") return '开启'; if (entity.state === ""off"") return '关闭'; } return '错误'; ]]] show_label: true grid: - grid-template-areas: '""i"" ""n"" ""s""' - grid-template-columns: 1fr - grid-template-rows: 1fr min-content min-content styles: label: - font-size: 12px - justify-self: start - padding-left: 10px card: - width: 90px - height: 90px img_cell: - justify-content: flex-start icon: - padding-left: 5px name: - justify-self: start - padding-left: 10px - font-weight: bold - font-size: 14px state: - value: 'off' styles: icon: - color: var(--light-grey-color) name: - color: var(--light-grey-color) label: - color: var(--light-grey-color) #使用： type: custom:button-card entity: switch.6cd3eec81262_channel_1 name: 客厅射灯 template: light_card 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 222440.png (52.78 KB, 下载次数: 0) 下载附件 2024-7-27 22:25 上传 4.3、light卡片模板 我用的是乐式的驱动，比米家的多了一个灯光模式选择，自己加了自动调光的开关按钮 代码： button_card_templates: light_ls_card: #乐式灯卡片模板 show_icon: false show_name: false show_state: false styles: grid: - grid-template-areas: | ""x a c z d y"" ""x w w w w y"" ""x b b b b y"" - grid-template-columns: 4% 1fr 120px 15px 40px 4% - grid-template-rows: 40px 5px 50px custom_fields: a: #灯光图标、详情 card: type: custom:button-card entity: '[[[ return entity.entity_id ]]]' #这里的entity是为了点击图标开关灯 show_icon: true show_state: false show_name: true show_label: true icon: mdi:lightbulb name: '[[[ return variables.light_name ]]]' #这里的name因为这里是二级card label: > [[[ if (entity.state == ""on"") return '开启 ' + entity.attributes.color_temp_kelvin + 'k ' + Math.floor(entity.attributes.brightness *100 / 255) + '%'; //计算取整 else if (entity.state == ""off"") return '关闭'; else return '错误' ]]] styles: grid: - grid-template-areas: | ""i a n"" ""i a s"" ""i a l"" - grid-template-rows: 1fr min-content 1fr; - grid-template-columns: 40px 5px 1fr; card: - height: 40px - padding: 0px - box-shadow: none - border-radius: 0px - border: 0px - background: none icon: - width: 24px - height: 24px - padding: 8px - border-radius: 50% - color: orange - background: rgb(255, 152, 0, 0.2) name: - font-size: 14px - justify-self: flex-start label: - font-size: 12px - justify-self: flex-start state: - value: 'on' styles: icon: - background: rgba(255, 152, 0, 0.2) - color: orange - value: 'off' styles: icon: - background: rgb(158, 158, 158,0.2) - color: rgb(158, 158, 158) b: #亮度色温控制 card: type: custom:mushroom-light-card primary_info: none secondary_info: none icon_type: none show_brightness_control: true show_color_temp_control: true entity: '[[[ return entity.entity_id ]]]' card_mod: style: | ha-card { padding: 0px !important; border-radius: 0px !important; border: 0px !important; margin: 0px !important; box-shadow: none !important; } c: #模式选择 card: type: custom:mushroom-select-card entity: '[[[ return variables.light_select ]]]' primary_info: none secondary_info: none icon_type: none card_mod: style: | ha-card { padding: 0px !important; border-radius: 0px !important; border: 0px !important; margin: 0px !important; --mdc-theme-surface: white !important; background: white !important; box-shadow: none !important; overflow: visible !important; } d: #自动调光开关 card: type: custom:button-card entity: '[[[ return variables.light_auto ]]]' tap_action: action: toggle show_icon: true show_name: false show_state: false icon: mdi:lightbulb-auto styles: grid: - grid-template-areas: '""i""' - grid-template-columns: 40px - grid-template-rows: 40px card: - padding: 0px - background: none - border-radius: 12px - box-shadow: none - background: none img_cell: - border-radius: 12px icon: - width: 24px state: - value: 'on' styles: img_cell: - background: rgb(255, 152, 0, 0.2) icon: - color: rgb(255, 152, 0) - value: 'off' styles: img_cell: - background: rgb(158, 158, 158, 0.1) icon: - color: rgb(158, 158, 158) #使用 type: custom:button-card entity: light.b850d8174501_light template: light_ls_card variables: light_name: 吸顶灯 light_select: select.b850d8174501_mode light_auto: input_boolean.auto_light_zhuwo_xidingdeng 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 223148.png (25.11 KB, 下载次数: 0) 下载附件 2024-7-27 22:32 上传 4.3、两种样式卡片互相切换 这个用到之前提到的display属性，关灯的时候一种卡片样式，开灯的时候一种卡片样式 结合之前的仿HomeKit卡片和light卡片的模板 代码： button_card_templates: light_card_exchange: show_icon: false show_state: false show_name: false styles: grid: - grid-template-areas: '""b"" ""d""' - grid-template-columns: 1fr - grid-template-rows: 1fr card: - padding: 0px - broder: 0px - margin: 0px - background: none - border-radius: 0px - box-shadow: none - overflow: visible custom_fields: b: - display: > #block显示，none不显示 [[[ return entity.state == ""on"" ? ""block"" : ""none"" ]]] d: - padding-top: 10px - display: > [[[ return entity.state == ""off"" ? ""block"" : ""none"" ]]] custom_fields: b: card: type: custom:button-card entity: '[[[return entity.entity_id]]]' template: light_ls_card #引用模板 variables: light_name: '[[[return variables.light_name]]]' light_select: '[[[return variables.light_select]]]' light_auto: '[[[return variables.light_auto]]]' d: card: type: custom:button-card name: '[[[return variables.light_name]]]' entity: '[[[return entity.entity_id]]]' template: light_card #引用模板 #使用 type: custom:button-card entity: light.dced830254b8_light template: light_card_exchange variables: light_name: 吸顶灯 light_select: select.dced830254b8_mode light_auto: input_boolean.auto_light_keting_xidingdeng 复制代码 效果： 登录/注册后可看大图 屏幕截图 2024-07-27 224332.png (172.45 KB, 下载次数: 0) 下载附件 2024-7-27 22:44 上传 未完待续。。。。",2025-07-24T20:12:43.146658,9,26299,post_619336,发表于 2024-7-27 15:36:23
ck3,大佬，pad ui教程能分享吗,2025-07-24T20:12:43.147963,11,26299,post_619359,发表于 2024-7-27 17:24:21
hungheo,ck3 发表于 2024-7-27 17:24 大佬，pad ui教程能分享吗 我也是参考别人的，原贴链接在这里： https://bbs.hassbian.com/thread-25894-1-1.html 难点不是代码，是彩平图，图标等等，CAD图纸是自己画的，彩平图是淘宝10块别人帮忙弄的，图标搞了好几天，找个图标制作网站，自己慢慢拼出来的,2025-07-24T20:12:43.148208,13,26299,post_619381,发表于 2024-7-27 19:41:10
hhh.,大量使用button-card，配合mushroom-card，刷新界面，会出现不显示icon，楼主有遇到过吗？,2025-07-24T20:12:43.148449,15,26299,post_619384,发表于 2024-7-27 20:15:50
hungheo,hhh. 发表于 2024-7-27 20:15 大量使用button-card，配合mushroom-card，刷新界面，会出现不显示icon，楼主有遇到过吗？ 我用了几种mushroom卡片：entity， climate，light，chips这些，也用card-mod。 其他的全是button card，最多套到了5层。 也遇到过加载不出来，要刷新很多次才显示，或者偶尔能加载出来。 好像是button card的问题，也有说用了card-mod或者browser-mod才出现。 F12看控制台，一般就是： TypeError: Cannot read properties of undefined (reading 'style') Uncaught (in promise) TypeError: e.setConfig is not a function 这个得慢慢找，清空缓存，或者隐身模式，找到了把他们放在template模板里面大多都能能解决,2025-07-24T20:12:43.148669,17,26299,post_619391,发表于 2024-7-27 21:18:53
hhh.,hungheo 发表于 2024-7-27 21:18 我用了几种mushroom卡片：entity， climate，light，chips这些，也用card-mod。 其他的全是button card， ... 单独使用没有任何问题，只要在button-card中使用mushroom的卡片，就会出现这种问题，应该与其他卡片无关，就是按钮卡片和蘑菇卡片相互不兼容。 我现在想的就是尽量少用第三方卡片，多用原生卡片，按钮卡片，卡片模组辅助。 确实，这个问题的慢慢找，而且错误较多，得一一排查。,2025-07-24T20:12:43.148923,19,26299,post_619392,发表于 2024-7-27 21:29:31
launze,感谢！一直用的这个插件,2025-07-24T20:12:44.904626,3,24610,post_590276,发表于 2024-3-21 12:28:34
zxyny1989,谢谢大佬分享，可惜我用的高恪,2025-07-24T20:12:44.905723,5,24610,post_590280,发表于 2024-3-21 12:34:45
adxr,zxyny1989 发表于 2024-3-21 12:34 谢谢大佬分享，可惜我用的高恪 高格也差不多的，抓一下包改一下,2025-07-24T20:12:44.906166,7,24610,post_590282,发表于 2024-3-21 12:41:14
QQ617250210,感谢分项，我用的是爱快的集成，也挺好用的,2025-07-24T20:12:44.906548,9,24610,post_590285,发表于 2024-3-21 13:34:28
隔壁的王叔叔,直接用ha就行了呗，为嘛还通过mqtt中转一下呢？,2025-07-24T20:12:44.906914,11,24610,post_590296,发表于 2024-3-21 14:24:24
4303279,不知道用个能不能进入TP-LINK,2025-07-24T20:12:44.907283,13,24610,post_590305,发表于 2024-3-21 14:45:37
SuperGabriel,感谢分享，学习一下，正好看看能不能使用,2025-07-24T20:12:44.907590,15,24610,post_590355,发表于 2024-3-21 16:41:50
ldj,来研究一下,2025-07-24T20:12:44.907891,17,24610,post_590539,发表于 2024-3-22 03:08:13
silang521,我的不能直接导入,2025-07-24T20:12:44.908188,19,24610,post_590776,发表于 2024-3-22 20:56:49
wubit,HA专属装备 - - - - WS2812可寻址多彩LED灯控制器 [修改],2025-07-24T20:12:48.045813,3,29853,post_686617,发表于
wubit,怎么才能让ws2812灯带显示时钟呢,2025-07-24T20:12:48.046496,5,29853,post_686618,发表于
sorrypqa,本帖最后由 sorrypqa 于 2025-7-21 18:08 编辑 wubit 发表于 2025-7-21 18:02 怎么才能让ws2812灯带显示时钟呢 LED要按数字笔段排列才行！,2025-07-24T20:12:48.046865,7,29853,post_686621,发表于
a_dongde,这么强悍？,2025-07-24T20:12:48.047216,9,29853,post_686623,发表于
sorrypqa,a_dongde 发表于 2025-7-21 18:23 这么强悍？ 是的，这固件的功能非常强大！,2025-07-24T20:12:48.047529,11,29853,post_686625,发表于
daifhfh,LED要按数字笔段排列才行！,2025-07-24T20:12:48.047823,13,29853,post_686639,发表于
qiyong0401,谢楼主分享,2025-07-24T20:12:48.048104,15,29853,post_686643,发表于
guxiaoqi2007,WS2812可寻址多彩LED灯控制器 [,2025-07-24T20:12:48.048374,17,29853,post_686667,发表于
TianYa,谢楼主分享,2025-07-24T20:12:48.048660,19,29853,post_686712,发表于
